,Distance,Energy,Full Light Spectrum,Humidity (%),IR Spectrum,Luminosity (lux),Pressure (HP-900),Temperature (deg F),Time,Rain
0,0,0,108,13.2954805938147,45,139.536,926.430359984153,95.624106565137,12:28:56 - 2018/09/13,0
0,0,0,107,10.5225908719418,44,142.1472,925.567747945009,97.7884230236258,13:28:56 - 2018/09/13,0
0,0,0,114,10.8719184654474,47,150.6336,925.041016662984,99.5408700697499,14:28:56 - 2018/09/13,0
0,0,0,101,11.8701242396899,41,137.7408,924.554500059345,99.9650023238767,15:28:56 - 2018/09/13,0
0,0,0,96,11.3576443963621,38,137.4144,924.226146539041,99.9603415239818,16:28:56 - 2018/09/13,0
0,6,138684,94,11.3302326239351,38,129.2544,924.172037374197,99.6049559177132,17:02:16 - 2018/09/13,0
0,0,0,108,11.0745486854882,45,139.536,924.062721202344,99.5111575486411,17:28:56 - 2018/09/13,0
0,0,0,26,12.4026849705108,12,25.7856,924.032533916675,97.4178947030018,18:28:56 - 2018/09/13,0
0,0,0,0,13.877363615537,0,0,924.221398104414,93.9486012941617,19:28:56 - 2018/09/13,0
0,0,0,0,14.3176088604381,0,0,924.65613040449,92.3418565749479,20:28:56 - 2018/09/13,0
0,0,0,0,15.5649127158159,0,0,924.687360374709,90.1420746910121,21:28:56 - 2018/09/13,0
0,0,0,0,18.867432961844,0,0,924.754073515213,86.6339024074193,22:28:56 - 2018/09/13,0
0,0,0,0,21.2063807552525,0,0,924.772149010857,83.7543670970321,23:28:56 - 2018/09/13,0
0,0,0,0,23.2676026576145,0,0,924.946964836894,81.4906202443239,00:28:57 - 2018/09/14,0
0,0,0,0,27.0007982701089,0,0,924.910629730916,78.7375822108548,01:28:57 - 2018/09/14,0
0,0,0,0,28.3181558146208,0,0,924.704697852589,77.5667102309691,02:28:57 - 2018/09/14,0
0,0,0,0,30.8808917683173,0,0,925.044546450164,75.5331407847246,03:28:57 - 2018/09/14,0
0,0,0,0,34.1543732674504,0,0,925.050776955454,73.4588207906721,04:28:57 - 2018/09/14,0
0,0,0,0,36.1455308810232,0,0,925.31885590386,72.4423493910353,05:28:57 - 2018/09/14,0
0,0,0,20,36.6224092495356,7,34.7616,925.815183763389,71.8540220870099,06:28:57 - 2018/09/14,0
0,0,0,53,35.0106455955571,21,75.7248,926.187778434304,75.1166436743708,07:28:57 - 2018/09/14,0
0,0,0,110,29.3954256600248,47,134.3136,926.269278671895,79.3201086637087,08:28:57 - 2018/09/14,0
0,0,0,107,25.1225871669099,45,135.456,926.323094845903,83.5056213999776,09:28:57 - 2018/09/14,0
0,0,0,104,20.4545829781775,43,136.5984,925.817838355987,88.8149958113594,10:28:57 - 2018/09/14,0
0,0,0,106,15.5554520206187,44,138.0672,925.167887954722,93.9992856629226,11:28:57 - 2018/09/14,0
0,0,0,107,13.1019182645283,44,142.1472,924.349090435336,98.8009716183111,12:28:57 - 2018/09/14,0
0,0,0,108,12.3997412788879,44,146.2272,923.381207704426,101.121467345617,13:28:58 - 2018/09/14,0
0,0,0,110,11.1154938557497,45,147.696,922.803001219478,103.109906911035,14:28:58 - 2018/09/14,0
0,0,0,109,10.7164384982094,44,150.3072,922.191794172209,103.420438886732,15:28:58 - 2018/09/14,0
0,0,0,104,10.711379725086,41,149.9808,921.751730619154,103.246237950729,16:28:58 - 2018/09/14,0
0,0,0,116,11.0941927171082,48,152.1024,921.641974193384,103.217107377278,17:28:58 - 2018/09/14,0
0,0,0,16,13.3138803333154,7,18.4416,921.771806465476,100.182312264385,18:28:58 - 2018/09/14,0
0,0,0,0,14.2979970929581,0,0,922.129488980059,97.2017535648954,19:28:58 - 2018/09/14,0
0,0,0,2,14.3588533588595,0,8.16,922.722052699668,96.3855465780977,20:28:58 - 2018/09/14,0
0,0,0,2,14.6995166269222,0,8.16,922.687578864051,95.4073851806222,21:28:58 - 2018/09/14,0
0,0,0,0,15.9580689659207,0,0,922.743734590715,92.7706310179359,22:28:58 - 2018/09/14,0
0,0,0,0,20.4960717180637,0,0,923.22770985728,87.565407539321,23:28:58 - 2018/09/14,0
0,0,0,0,20.8115001685005,0,0,923.428596128538,86.6700207077761,00:28:59 - 2018/09/15,0
0,0,0,0,24.4975815203394,0,0,923.536866471104,83.5452342728913,01:28:59 - 2018/09/15,0
0,0,0,0,26.4865723748422,0,0,923.679341486854,81.210421097571,02:28:59 - 2018/09/15,0
0,0,0,0,27.9253751628648,0,0,923.725634325349,80.5253623916218,03:28:59 - 2018/09/15,0
0,0,0,0,31.6998834748752,0,0,923.922590913384,77.7746704713568,04:28:59 - 2018/09/15,0
0,0,0,0,33.6492284780315,0,0,924.358715568672,76.208276085222,05:28:59 - 2018/09/15,0
0,0,0,16,29.7878993040115,6,25.1328,924.880245928656,78.2465140007639,06:28:59 - 2018/09/15,0
0,0,0,98,31.9968059243219,44,105.4272,925.42387500488,79.4768086288007,07:28:59 - 2018/09/15,0
0,0,0,91,29.6635520264417,38,117.0144,925.781601272349,82.5753041493998,08:28:59 - 2018/09/15,0
0,0,0,102,24.216281117741,43,128.4384,925.933468251796,87.9347487337189,09:28:59 - 2018/09/15,0
0,0,0,110,20.5935617412098,46,141.0048,925.564583985528,92.4473023609969,10:28:59 - 2018/09/15,0
0,0,0,106,18.1204007581972,44,138.0672,925.010836272806,96.643050418601,11:28:59 - 2018/09/15,0
0,0,0,115,14.5093479842677,48,148.0224,924.079303017974,100.248146163143,12:29:00 - 2018/09/15,0
0,0,0,117,12.9718811496325,49,149.4912,923.231314929448,102.758010215352,13:29:00 - 2018/09/15,0
0,0,0,134,11.7823158177423,56,172.0128,922.525500151613,104.982429367088,14:29:00 - 2018/09/15,0
0,0,0,121,10.3447779026265,49,165.8112,922.033410718211,105.903550379171,15:29:00 - 2018/09/15,0
0,0,0,100,11.6871058646044,41,133.6608,921.92401039076,104.412047699403,16:29:00 - 2018/09/15,0
0,0,0,79,13.9659689482482,34,94.8192,921.804514277764,101.355091737035,17:29:00 - 2018/09/15,0
0,0,0,9,15.6918030568363,4,9.9552,922.097678937051,99.6136948988994,18:29:00 - 2018/09/15,0
0,0,0,0,17.0467843836514,0,0,923.004248710434,97.3246801614591,19:29:00 - 2018/09/15,0
0,0,0,0,18.1198889671552,0,0,923.995595516134,95.2162977431767,20:29:00 - 2018/09/15,0
0,0,0,0,19.9760469301503,0,0,924.858955305374,93.2302831125283,21:29:00 - 2018/09/15,0
0,0,0,0,25.1479716005838,0,0,925.026842415729,91.6783070065974,22:29:00 - 2018/09/15,0
0,0,0,0,29.2915133401843,0,0,925.602413767986,90.0377955008492,23:29:01 - 2018/09/15,0
0,0,0,0,32.6048787549182,0,0,925.567875444162,87.3009271263378,00:29:01 - 2018/09/16,0
0,0,0,0,40.2851538539429,0,0,925.813966538553,85.7373555051036,01:29:01 - 2018/09/16,0
0,0,0,0,41.9997934472484,0,0,925.633984169871,84.6846909621266,02:29:01 - 2018/09/16,0
0,0,0,0,46.5560994320957,0,0,925.916868811122,82.444232946198,03:29:01 - 2018/09/16,0
0,0,0,0,48.6634394178052,0,0,926.202148889668,81.3141122027236,04:29:01 - 2018/09/16,0
0,0,0,0,50.6080404605954,0,0,926.523573397969,80.203805199491,05:29:01 - 2018/09/16,0
0,0,0,18,52.6036876508952,7,26.6016,927.209041198953,78.8919515215709,06:29:01 - 2018/09/16,0
0,0,0,52,49.6014906703094,21,71.6448,927.739131176156,80.6249753439439,07:29:01 - 2018/09/16,0
0,0,0,71,45.6673168548423,28,102.3264,927.76403985646,83.0168692319062,08:29:01 - 2018/09/16,0
0,0,0,102,41.1559000783107,43,128.4384,927.952744578951,86.1696081823587,09:29:01 - 2018/09/16,0
0,0,0,106,35.8627237551059,44,138.0672,927.805164737551,89.2886184422027,10:29:01 - 2018/09/16,0
0,0,0,106,31.1719403236198,44,138.0672,927.156450379186,91.9445421159127,11:29:01 - 2018/09/16,0
0,0,0,107,27.5452200320911,44,142.1472,926.378531229403,95.1760994993031,12:29:02 - 2018/09/16,0
0,0,0,106,25.4421507197554,44,138.0672,925.274459073184,97.2483607945758,13:29:02 - 2018/09/16,0
0,0,0,109,23.4763243401592,44,150.3072,924.511595188462,98.7718418255482,14:29:02 - 2018/09/16,0
0,0,0,135,19.7409929722711,56,176.0928,923.9539195229,99.9411157257996,15:29:02 - 2018/09/16,0
0,0,0,121,19.8324225290733,49,165.8112,923.459467907607,100.181729663627,16:29:02 - 2018/09/16,0
0,0,0,184,19.2389056056877,82,202.0416,923.496835698032,100.450308829728,17:29:02 - 2018/09/16,0
0,0,0,10,23.9199188454753,4,14.0352,923.617630965457,96.1845540392245,18:29:02 - 2018/09/16,0
0,0,0,0,29.6532796852434,0,0,924.145315901769,92.6669327493911,19:29:02 - 2018/09/16,0
0,5,289744,0,27.9555482122711,0,0,924.747536388267,91.1260307247071,20:13:12 - 2018/09/16,0
0,0,0,0,35.1613977956209,0,0,924.880805108253,90.3797615817946,20:29:02 - 2018/09/16,0
0,0,0,2,35.5614943113505,0,8.16,925.365647044088,88.6419753351901,21:29:02 - 2018/09/16,0
0,0,0,0,38.1197323861667,0,0,925.732177862449,87.2257774824185,22:29:02 - 2018/09/16,0
0,0,0,0,36.875483189839,0,0,925.656812688015,85.7991058185898,23:29:02 - 2018/09/16,0
0,0,0,0,39.2363804804657,0,0,925.60430973077,83.8947600322207,00:29:03 - 2018/09/17,0
0,0,0,0,40.7631921692801,0,0,925.646020621074,82.1651972630818,01:29:03 - 2018/09/17,0
0,0,0,0,42.0746689533431,0,0,925.42934664154,81.6642157952203,02:29:03 - 2018/09/17,0
0,0,0,0,43.300272152015,0,0,925.420630271792,80.0080750400003,03:29:03 - 2018/09/17,0
0,0,0,0,45.4804561367368,0,0,925.299248659183,78.9752527564841,04:29:03 - 2018/09/17,0
0,0,0,0,47.7908863241379,0,0,925.420000277749,77.8177771084403,05:29:03 - 2018/09/17,0
0,0,0,20,50.7073869160215,7,34.7616,925.860151263076,76.6661347212095,06:29:03 - 2018/09/17,0
0,0,0,55,48.185369048842,21,83.8848,926.381461919673,78.8674854325536,07:29:03 - 2018/09/17,0
0,0,0,80,44.5516391488493,32,112.2816,926.478361511672,81.506348692791,08:29:03 - 2018/09/17,0
0,0,0,94,39.1512554398853,38,129.2544,926.642804693506,85.3470474518331,09:29:03 - 2018/09/17,0
0,0,0,105,33.6437890016663,43,140.6784,926.236324662344,89.2117202109017,10:29:03 - 2018/09/17,0
0,0,0,109,29.3232038863882,45,143.616,925.463097557912,93.5407965919395,11:29:04 - 2018/09/17,0
0,0,0,114,25.1946371962672,47,150.6336,924.76005405732,97.3328364317527,12:29:04 - 2018/09/17,0
0,0,0,200,21.1164857046645,86,240.5568,923.744919836815,100.31398008803,13:29:04 - 2018/09/17,0
0,0,0,263,17.6103604735652,115,303.552,922.74926809356,102.673531815094,14:29:04 - 2018/09/17,0
0,5,213635,194,17.4060254437362,83,236.1504,922.579307277594,102.162584063017,14:46:40 - 2018/09/17,0
0,0,0,147,16.9041908099246,61,191.5968,922.175802898837,101.392378453397,15:29:04 - 2018/09/17,0
0,0,0,107,16.2508807710281,43,148.8384,921.87869986882,102.032662593692,16:29:04 - 2018/09/17,0
0,0,0,103,16.562899223713,44,125.8272,921.858076791289,101.054467892584,17:29:04 - 2018/09/17,0
0,0,0,5,17.8322575356973,2,7.0176,921.943192858217,98.7397990594179,18:29:04 - 2018/09/17,0
0,0,0,0,20.0118167963497,0,0,922.671019611809,96.7776283766639,19:29:04 - 2018/09/17,0
0,0,0,0,20.3210821426235,0,0,923.627675153157,95.3998115889726,20:29:04 - 2018/09/17,0
0,0,0,0,20.0486447122833,0,0,923.967068487682,94.4228211659963,21:29:04 - 2018/09/17,0
0,0,0,0,22.6493750447575,0,0,924.021538493383,91.867642653135,22:29:05 - 2018/09/17,0
0,0,0,0,24.8771006784458,0,0,924.36888655701,89.1866700371925,23:29:05 - 2018/09/17,0
0,0,0,0,27.8580723593439,0,0,924.888844249036,87.8374616200664,00:29:05 - 2018/09/18,0
0,0,0,0,31.1190193438484,0,0,925.07806031486,87.5636598700095,01:29:05 - 2018/09/18,0
0,0,0,0,34.8055408558673,0,0,924.968297371275,85.978531388244,02:29:05 - 2018/09/18,0
0,0,0,0,37.5250025703602,0,0,925.111660932726,84.6392523553142,03:29:05 - 2018/09/18,0
0,0,0,0,40.4006439188548,0,0,925.357488759839,82.8624960812614,04:29:05 - 2018/09/18,0
0,0,0,0,43.2339299664355,0,0,925.754181848009,81.2774125344982,05:29:05 - 2018/09/18,0
0,0,0,12,45.866429245313,4,22.1952,926.138440527749,79.9515696500268,06:29:05 - 2018/09/18,0
0,12,42246,33,45.3023243846119,13,47.6544,926.59889194409,81.969464788516,07:17:30 - 2018/09/18,0
0,0,0,36,44.9762856259135,14,53.2032,926.504188162664,82.4430678693008,07:29:05 - 2018/09/18,0
0,0,0,83,44.3310259506123,33,117.8304,926.491415616075,83.8341755144905,08:29:05 - 2018/09/18,0
0,0,0,98,37.0114534280295,40,132.192,926.537637404103,87.0620795387386,09:29:05 - 2018/09/18,0
0,0,0,110,34.0612426783565,44,154.3872,926.207068669597,89.284540504799,10:29:05 - 2018/09/18,0
0,0,0,114,29.5510127886279,46,157.3248,925.495014213871,92.2457320217698,11:29:06 - 2018/09/18,0
0,0,0,116,26.4727855047661,47,158.7936,924.461678265477,95.209889326834,12:29:06 - 2018/09/18,0
0,0,0,119,23.7722391139558,48,164.3424,923.738593500813,96.6908226682693,13:29:06 - 2018/09/18,0
0,0,0,54,22.1436704119921,24,59.7312,922.964509520328,97.8868811599715,14:29:06 - 2018/09/18,0
0,0,0,53,22.1462853547334,23,62.3424,922.134946736338,98.2713927848137,15:29:06 - 2018/09/18,0
0,0,0,46,21.8548066410167,18,67.2384,921.591870394217,97.9917478783437,16:29:06 - 2018/09/18,0
0,0,0,148,20.5699082155248,64,175.6032,921.402663202043,97.5827680516307,17:29:06 - 2018/09/18,0
0,0,0,21,21.7152430735159,11,12.0768,921.861907218166,95.1434748447709,18:29:06 - 2018/09/18,0
0,0,0,0,22.7467083850931,0,0,922.202938091076,93.6672159423877,19:29:06 - 2018/09/18,0
0,0,0,0,23.6975960642602,0,0,922.728975517585,92.8650081501593,20:29:06 - 2018/09/18,0
0,0,0,0,30.525841604821,0,0,923.55901719204,91.4295494241556,21:29:06 - 2018/09/18,0
0,0,0,0,32.0031520756164,0,0,923.326897920917,89.9731307845782,22:29:06 - 2018/09/18,0
0,0,0,0,37.7788327841481,0,0,923.906121028245,88.3705024939573,23:29:06 - 2018/09/18,0
0,0,0,0,39.3802587723107,0,0,923.698673130982,87.0871293915351,00:29:06 - 2018/09/19,0
0,0,0,0,40.2461702122668,0,0,923.137077091641,86.4766131266158,01:29:07 - 2018/09/19,0
0,0,0,0,40.4818067690874,0,0,922.864902402052,85.9593072107814,02:29:07 - 2018/09/19,0
0,0,0,0,44.9436777515682,0,0,922.607997207557,85.1664574693714,03:29:07 - 2018/09/19,0
0,0,0,0,46.2761398022278,0,0,922.549147585546,84.3840973329224,04:29:07 - 2018/09/19,0
0,0,0,0,46.4503585570154,0,0,922.895739652291,83.1386202332112,05:29:07 - 2018/09/19,0
0,0,0,9,45.0157955706137,4,9.9552,923.341591478323,82.5059820334667,06:29:07 - 2018/09/19,0
0,0,0,74,45.3885438065832,33,81.1104,924.089042407164,83.0955122129582,07:29:07 - 2018/09/19,0
0,0,0,77,46.0173704502147,34,86.6592,924.873012710359,84.2040909437103,08:29:07 - 2018/09/19,0
0,0,0,73,58.7744576041358,32,83.7216,925.417729562248,83.9081585343229,09:29:07 - 2018/09/19,0
0,0,0,106,60.8430262055785,47,117.9936,925.003815329909,83.1438631013036,10:29:07 - 2018/09/19,0
0,0,0,72,62.5198270187181,31,86.3328,924.733888017916,82.6568596170098,11:29:07 - 2018/09/19,0
0,0,0,92,63.699849864783,40,107.712,924.575922558123,82.1739353253691,11:58:40 - 2018/09/19,0
0,0,0,87,76.4413529738271,38,100.6944,924.723717002615,76.9649668028683,12:58:40 - 2018/09/19,0
0,0,0,132,78.0653928320225,59,143.7792,924.284176386573,76.6981732227089,13:58:40 - 2018/09/19,1
0,0,0,23,81.0189923989637,10,26.928,923.97870825517,74.4135523246501,14:58:41 - 2018/09/19,1
0,0,0,18,86.8511081721532,7,26.6016,923.536239087917,73.3376594027487,15:58:41 - 2018/09/19,1
0,0,0,7,78.347558691483,3,8.4864,923.027003171712,73.497266249574,16:58:41 - 2018/09/19,1
0,0,0,1,81.6166948893977,0,4.08,923.500631588575,74.3401560507147,17:58:41 - 2018/09/19,1
0,0,0,0,85.8486351038025,0,0,924.053311319348,74.100744621082,18:58:41 - 2018/09/19,1
0,0,0,0,85.650475847293,0,0,924.105937912314,73.7914325559089,19:58:41 - 2018/09/19,1
0,0,0,0,85.9473145241047,0,0,924.034195340601,73.8281305673721,20:58:41 - 2018/09/19,1
0,0,0,0,84.9015400406136,0,0,924.021214555203,73.962107503571,21:58:41 - 2018/09/19,1
0,0,0,0,84.864314724166,0,0,923.54371247613,73.3120291204946,22:58:41 - 2018/09/19,1
0,0,0,0,85.1129558279091,0,0,923.573981776612,72.7988418028133,23:58:41 - 2018/09/19,1
0,0,0,0,84.7573011639066,0,0,923.483974683401,72.4912796766835,00:58:41 - 2018/09/20,1
0,0,0,0,84.8966816101321,0,0,923.714211440907,72.1668255521323,01:58:41 - 2018/09/20,1
0,34,2217,0,85.6842812747453,0,0,923.663205262606,71.8499445783255,02:52:53 - 2018/09/20,1
0,0,0,0,86.3895545164123,0,0,923.708571565921,71.5348117104811,02:58:42 - 2018/09/20,1
0,0,0,0,87.7873783208988,0,0,923.974101965655,70.8218330886822,03:58:42 - 2018/09/20,1
0,0,0,0,86.7943659644355,0,0,924.118271029784,71.0280373749653,04:58:42 - 2018/09/20,1
0,0,0,0,87.9227504476931,0,0,924.698488910454,70.3733105266602,05:58:42 - 2018/09/20,1
0,0,0,31,88.086547879005,14,32.8032,925.500156076464,71.3554017686152,06:58:42 - 2018/09/20,1
0,0,0,68,85.7046149157748,28,90.0864,926.004005323938,72.7557364704582,07:58:42 - 2018/09/20,1
0,34,2109,122,83.1424443952445,55,129.744,926.257409113316,73.5560994690911,08:26:09 - 2018/09/20,1
0,0,0,102,81.2589238610081,44,121.7472,926.466447108952,74.295885298017,08:58:42 - 2018/09/20,1
0,0,0,122,77.1618262060087,53,143.1264,926.619412702002,75.7044000399173,09:58:42 - 2018/09/20,1
0,0,0,93,68.9864229457322,39,118.4832,926.472463782632,77.810786842206,10:58:42 - 2018/09/20,0
0,0,0,101,61.2142847600578,42,131.0496,926.043949491502,80.8073079789291,11:58:42 - 2018/09/20,0
0,0,0,136,57.2065416187111,59,160.0992,925.609325337625,82.78094051252,12:58:42 - 2018/09/20,0
0,0,0,107,51.7301172406271,44,142.1472,925.122442155104,84.2314705437094,13:58:43 - 2018/09/20,0
0,0,0,100,48.4943554633565,41,133.6608,924.69755277513,85.7455112055669,14:58:43 - 2018/09/20,0
0,0,0,97,46.5536389636074,39,134.8032,924.574424400852,86.1428108138138,15:58:43 - 2018/09/20,0
0,0,0,94,47.7389276504178,38,129.2544,924.615046202168,86.4043766180131,16:58:43 - 2018/09/20,0
0,0,0,154,43.951802050175,71,153.2448,924.998621353878,85.1483984819413,17:58:43 - 2018/09/20,0
0,0,0,0,51.4139321773058,0,0,925.733574177606,82.8397770259388,18:58:43 - 2018/09/20,0
0,0,0,0,54.4552917947833,0,0,926.484931255499,80.9401254878095,19:58:43 - 2018/09/20,0
0,0,0,0,57.2698405548274,0,0,927.149906110979,79.8443842209177,20:58:43 - 2018/09/20,0
0,0,0,0,65.4246385657454,0,0,927.558266666186,78.015252251305,21:58:43 - 2018/09/20,0
0,0,0,0,70.0958102969187,0,0,927.543422776383,76.1342965005907,22:58:43 - 2018/09/20,0
0,0,0,0,73.3834863123394,0,0,927.676698362028,74.6139359681239,23:58:44 - 2018/09/20,0
0,0,0,0,74.0058825139361,0,0,928.044073195778,73.0533964939886,00:58:44 - 2018/09/21,1
0,0,0,0,75.2932120268831,0,0,928.10416794303,72.0136275057235,01:58:44 - 2018/09/21,1
0,0,0,0,77.402645303901,0,0,928.434915889902,71.5953917346927,02:58:44 - 2018/09/21,1
0,0,0,0,74.4146656973861,0,0,928.796397021107,71.4253017228826,03:58:44 - 2018/09/21,1
0,0,0,0,73.903142671057,0,0,929.108575838241,70.4769948552569,04:58:44 - 2018/09/21,1
0,0,0,0,73.5930930092994,0,0,929.617577014301,71.1189071418504,05:58:44 - 2018/09/21,1
0,0,0,38,73.9727191783441,15,54.672,930.11630319388,71.3093843148079,06:58:44 - 2018/09/21,1
0,0,0,65,68.1291555756523,26,91.2288,930.628822071483,73.6388155159953,07:58:44 - 2018/09/21,0
0,0,0,79,64.6125612770153,32,108.2016,930.722441620109,76.082452559377,08:58:44 - 2018/09/21,0
0,0,0,88,59.8994919151611,36,118.1568,930.82788696474,78.8401067181712,09:58:44 - 2018/09/21,0
0,0,0,93,51.225243745624,38,125.1744,930.398299420251,81.742275598813,10:58:44 - 2018/09/21,0
0,0,0,80,45.2054535246492,32,112.2816,929.690929695665,85.7839595131536,11:58:45 - 2018/09/21,0
0,0,0,90,40.2635976753882,37,119.6256,928.983017423434,88.5033260603261,12:58:45 - 2018/09/21,0
0,0,0,119,36.9722188235541,51,144.2688,928.177120793561,89.9294384229928,13:58:45 - 2018/09/21,0
0,0,0,126,32.2637940160787,54,152.7552,927.586964936632,91.0759298027784,14:58:45 - 2018/09/21,0
0,0,0,112,31.407685241564,46,149.1648,927.26590098108,91.6550041727312,15:58:45 - 2018/09/21,0
0,0,0,93,30.7554055131274,37,131.8656,927.201424946656,91.673063868692,16:58:45 - 2018/09/21,0
0,0,0,135,30.6407966457847,63,129.2544,927.282248112387,90.823095148608,17:58:45 - 2018/09/21,0
0,0,0,0,35.6561775497406,0,0,927.723182311463,87.8339662757278,18:58:45 - 2018/09/21,0
0,0,0,0,38.6966828833736,0,0,928.295135978535,85.2526745977568,19:58:45 - 2018/09/21,0
0,0,0,0,40.2333728040259,0,0,928.617095387852,83.5941678348486,20:58:45 - 2018/09/21,0
0,0,0,0,42.494931595279,0,0,928.772896447178,82.084807111642,21:58:45 - 2018/09/21,0
0,0,0,0,52.0513145834974,0,0,929.119334445456,79.0393306579693,22:58:46 - 2018/09/21,0
0,0,0,0,57.8181913053684,0,0,929.165408702,76.4698262199159,23:58:46 - 2018/09/21,0
0,40,1370,0,50.8495265942685,0,0,929.253220916829,76.923025425586,00:25:11 - 2018/09/22,0
0,0,0,0,48.2316143046093,0,0,929.334798501528,77.0657426555391,00:58:46 - 2018/09/22,0
0,0,0,0,55.5594356130985,0,0,928.958897935852,75.1498469021354,01:58:46 - 2018/09/22,0
0,0,0,0,61.8693993646181,0,0,929.024461989898,73.8042477335922,02:58:46 - 2018/09/22,0
0,0,0,0,63.4100490768309,0,0,929.194522170843,72.9753407805518,03:58:46 - 2018/09/22,0
0,0,0,0,55.1387484817522,0,0,929.32642930831,73.4576557769051,04:58:46 - 2018/09/22,0
0,0,0,1,55.2769492609629,0,4.08,929.370815714859,74.5551023732711,05:53:07 - 2018/09/22,0
0,0,0,34,57.6428380293579,13,51.7344,929.874628057982,75.3409112191815,06:53:07 - 2018/09/22,0
0,0,0,61,50.608503666246,24,88.2912,929.910082088865,78.2651547603585,07:53:07 - 2018/09/22,0
0,0,0,77,39.1590950515305,31,106.7328,929.588687491921,81.6356715478575,08:53:07 - 2018/09/22,0
0,0,0,86,29.3525719497062,35,116.688,929.599245526585,84.9718865470594,09:53:08 - 2018/09/22,0
0,37,1775,89,30.2473993983716,37,115.5456,929.524059811333,85.8998870399862,10:15:15 - 2018/09/22,0
0,0,0,92,28.1263862439074,38,121.0944,929.217429884618,87.6452177908405,10:53:08 - 2018/09/22,0
0,0,0,92,23.4018290638707,38,121.0944,928.803262288609,90.1310059470464,11:53:08 - 2018/09/22,0
0,0,0,93,21.8470765138829,39,118.4832,928.071813420929,91.8915280885136,12:53:08 - 2018/09/22,0
0,0,0,91,21.179027719992,38,117.0144,926.926718208545,93.4446713438779,13:53:08 - 2018/09/22,0
0,0,0,88,16.9510729747377,36,118.1568,926.211934800818,94.1216273065064,14:53:08 - 2018/09/22,0
0,0,0,85,14.5148663800468,34,119.2992,925.726086025679,94.2043536118818,15:53:08 - 2018/09/22,0
0,0,0,75,13.9339944429683,30,105.264,925.517686035642,93.0892996983894,16:53:08 - 2018/09/22,0
0,0,0,89,14.2165420917277,38,108.8544,925.659348332392,91.5839305496614,17:53:08 - 2018/09/22,0
0,0,0,0,16.7197295937386,0,0,925.644996278544,88.1427219764644,18:53:08 - 2018/09/22,0
0,0,0,0,18.4164064426659,0,0,925.881867655377,85.2992784696009,19:53:09 - 2018/09/22,0
0,34,2451,0,24.6524863190622,0,0,926.250082794963,81.8582003003098,20:45:33 - 2018/09/22,0
0,0,0,0,25.3572261366844,0,0,926.220746309281,81.0315832202444,20:53:09 - 2018/09/22,0
0,0,0,0,28.2835906841655,0,0,926.290707611984,78.4771935482322,21:53:09 - 2018/09/22,0
0,0,0,0,35.8792604460292,0,0,926.602993534538,75.7923597941601,22:53:09 - 2018/09/22,0
0,0,0,0,38.0222421106454,0,0,926.745559694121,75.4539188761718,23:53:09 - 2018/09/22,0
0,0,0,0,38.149567461118,0,0,926.667577532041,75.7259530879656,00:53:09 - 2018/09/23,0
0,24,7325,0,37.7277783664159,0,0,926.69345174196,75.7830395530899,00:57:28 - 2018/09/23,0
0,0,0,0,41.3058054383384,0,0,926.549664263242,74.1467628495769,01:53:09 - 2018/09/23,0
0,0,0,0,43.9314634818916,0,0,926.357946181226,73.1151420843788,02:53:09 - 2018/09/23,0
0,0,0,0,45.1258518903815,0,0,926.227929222222,72.0153750111582,03:53:09 - 2018/09/23,0
0,0,0,0,45.9356834819079,0,0,926.535010726123,71.3938467398156,04:53:09 - 2018/09/23,0
0,0,0,0,48.0614813213033,0,0,926.96617062284,70.5777667648439,05:53:09 - 2018/09/23,0
0,0,0,33,49.0809667670547,12,54.3456,927.443362420721,70.3703980464561,06:53:09 - 2018/09/23,0
0,0,0,59,46.0406535012863,24,80.1312,927.620000201051,73.2031004651129,07:53:09 - 2018/09/23,0
0,0,0,74,40.8488615085949,30,101.184,927.673242091392,77.3663230191783,08:53:10 - 2018/09/23,0
0,0,0,83,32.210071481109,34,111.1392,927.630825274936,81.878006538822,09:53:10 - 2018/09/23,0
0,0,0,89,27.734810532882,37,115.5456,927.298254822565,85.5188993919493,10:53:10 - 2018/09/23,0
0,0,0,90,24.1590307039751,37,119.6256,926.456615968435,88.5476006060886,11:53:10 - 2018/09/23,0
0,0,0,91,18.6188734666974,38,117.0144,925.522980590511,91.1202050353331,12:53:10 - 2018/09/23,0
0,0,0,91,18.5446475927335,37,123.7056,924.427843818284,93.673624299124,13:53:10 - 2018/09/23,0
0,0,0,92,17.1676207449699,37,127.7856,923.671622000792,93.7394556144795,14:53:10 - 2018/09/23,0
0,0,0,113,13.517709879775,46,153.2448,922.997735605455,94.4536979368543,15:53:10 - 2018/09/23,0
0,0,0,110,10.6708664853914,45,147.696,922.636522276659,94.3948573030098,16:53:10 - 2018/09/23,0
0,0,0,30,14.4551037536605,12,42.1056,922.62303272145,93.0368678807286,17:53:10 - 2018/09/23,0
0,0,0,0,18.0250154249291,0,0,922.688855114428,89.3358060108812,18:53:10 - 2018/09/23,0
0,0,0,0,24.8771891380251,0,0,923.209502715229,84.9299431446144,19:53:10 - 2018/09/23,0
0,0,0,0,28.6629964063288,0,0,923.734757935941,82.7162786258105,20:53:10 - 2018/09/23,0
0,0,0,0,29.4928306976513,0,0,924.115090439963,81.8669383464207,21:53:10 - 2018/09/23,0
